label,review,compound,scores,comp_score
pos,great  book  series  great  book  series  3rd  time  series  wish  last  final  book  series  whirlwind  ready,0.9246,"{'neg': 0.0, 'neu': 0.472, 'pos': 0.528, 'compound': 0.9246}",the review is positive
pos,great  book  wwii  history  pacific  living  singapore  seven  years  read  lot  war  pacificthis  one  favorites  though  fictional  captured  saw  read  japanese  occupationclavel  one  best,0.802,"{'neg': 0.111, 'neu': 0.571, 'pos': 0.317, 'compound': 0.802}",the review is positive
pos,outstanding  human  condition  extraordinary  circumstances  interests  book  must  kind  nonsequitur  context  whole  asian  saga  found  absolutely  captivating  couple  main  characters  make  later  appearance  noble  house,0.9081,"{'neg': 0.0, 'neu': 0.629, 'pos': 0.371, 'compound': 0.9081}",the review is positive
pos,really  liked  book  first  read  book  lot  years  ago  loved  thought  made  movie  least  30  years  since  first  read  enjoyed  much,0.8832,"{'neg': 0.0, 'neu': 0.636, 'pos': 0.364, 'compound': 0.8832}",the review is positive
neg,disappointing  4th  clavell  book  I  read  little  disappointed  I  read  order  far  shogun  taipan  breathtaking  long  books  sped  gaijin  chore  much  ending  found  king  rat  dull  think  story  interesting  customers  commented  harsh  prison  honest  thought  would  worse  king  none  charisma  heroes  books  found  really  caring  whether  either  marlowe  made  although  lot  made  inner  feelings  made  feel  shallow  people,-0.8029,"{'neg': 0.258, 'neu': 0.586, 'pos': 0.156, 'compound': -0.8029}",the review is negative
neg,par  reading  clavells  books  looking  forward  king  rat  made  uneasy  left  disatisfied  feeling  rated  book  high  relativesi  recommend,0.1027,"{'neg': 0.12, 'neu': 0.694, 'pos': 0.185, 'compound': 0.1027}",the review is positive
pos,quick  interesting  accurate  different  asian  saga  books  still  excellent  moreover  short  point  clavell  pow  camp  get  sense  accurate  lauds  real  people  character  portrayals  indirectly  scathes  people  way,0.7506,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.7506}",the review is positive
neg,numbers  peg  puzzle  number  peg  puzzle  2  year  old  cannot  tell  nine  six  depending  childs  age  heshe  might  confused  colors  pegs  colors  background,-0.25,"{'neg': 0.093, 'neu': 0.854, 'pos': 0.053, 'compound': -0.25}",the review is negative
pos,son  loves  son  learned  numbers  quickly  help  puzzle  loves  melissa  doug  chunky  puzzles  figured  would  great  help  learn  numbers  right  great  present  highly  recommended,0.9722,"{'neg': 0.0, 'neu': 0.424, 'pos': 0.576, 'compound': 0.9722}",the review is positive
pos,great  buy  go  wrong  puzzles  son  loves  play  discover  puzzle  pieces  helps  child  develop  number  recognition  important  well  made  durable  something  surely  save  next  generation,0.9584,"{'neg': 0.073, 'neu': 0.355, 'pos': 0.571, 'compound': 0.9584}",the review is positive
pos,colorful  durable  educational  bought  great  nephew  18  months  old  already  learning  count  learn  colors  also  got  dino  puzzle  melissa  doug  items  really  great  durable  colorful  likes  playing  putting  shapes  back  places  number  puzzle  fun  take  number  pictures  number  example  take  three  three  turtles  may  wrong  animal  get  gist  3  year  old  cousin  visits  often  also  loves  playing  good  age  range,0.9705,"{'neg': 0.039, 'neu': 0.602, 'pos': 0.36, 'compound': 0.9705}",the review is positive
pos,cute  2  year  old  daughter  really  enjoys  puzzle  perfect  learning  numbers  counting  would  recommend  anyone  toddler  much  babies  found  end  chewing  ruining  pieces,0.9013,"{'neg': 0.061, 'neu': 0.545, 'pos': 0.395, 'compound': 0.9013}",the review is positive
pos,best  toy  ever  16  month  old  playing  month  put  every  single  number  correct  place  every  time  without  second  hesitation  numbers  written  space  even  recognizes  word  number  ordering  alphabet  puzzle  immediately,0.8133,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.8133}",the review is positive
pos,numbers  puzzle  bought  puzzle  son  afford  day  care  prices  need  things  work  home  basics  like  abcs  numbers  colors  shapes  nearly  every  educational  puzzle  melissa  doug  put  love,0.872,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.872}",the review is positive
pos,love  puzzles  almost  2yr  old  learned  numbers  puzzle  wonderful  easy  little  fingers  definately  cheaply  made  puzzle,0.8957,"{'neg': 0.0, 'neu': 0.546, 'pos': 0.454, 'compound': 0.8957}",the review is positive
pos,appropriate  16  month  old  see  update  pegs  pictures  match  child  count  objects  space  number  find  corresponding  number  notice  picture  even  color  child  recognize  numbers  yet  puzzle  work  know  manufacturer  recommends  24  month  age  son  24  month  puzzles  already  I  sure  challenging  months  approaches  2  years  age  andor  learns  count  6  9  similar  interchangebleupdate  stand  corrected  almost  18  month  puzzle  loves  give  enough  credit  clever  little  brains  see  shape  match  shape  puzzle  piece  amazing  seemed  similar  wrong  5  star  puzzle,0.9371,"{'neg': 0.033, 'neu': 0.737, 'pos': 0.23, 'compound': 0.9371}",the review is positive
pos,great  number  board  son  plays  board  I  feeding  20  months  using  board  helping  us  introduce  numbers  well  built  arrived  couple  days  son  loves,0.9246,"{'neg': 0.0, 'neu': 0.525, 'pos': 0.475, 'compound': 0.9246}",the review is positive
neg,water  resistant  one  spill  ruined  look  1  6  9  pieces  interchangeablethat  led  confusion2  want  puzzle  glossy  paper  glued  remains  drink  spilled  onto  paper  peeling  also  absorbed  stainthe  whole  reason  buy  wooden  toys  durability  toy  stainedpaintedplain  wood  would  perfect,0.2263,"{'neg': 0.072, 'neu': 0.812, 'pos': 0.116, 'compound': 0.2263}",the review is positive
pos,excellent  students  teach  mentally  handicapped  adults  local  community  college  want  durable  puzzles  students  use  strongly  recommend  getting  puzzles  like  durable  get  students  focus  attention  worth  getting,0.9001,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.9001}",the review is positive
pos,great  teaching  tool  great  puzzle  childcare  center  children  love  working  different  numbers,0.9246,"{'neg': 0.0, 'neu': 0.421, 'pos': 0.579, 'compound': 0.9246}",the review is positive
pos,purchased  2  yr  old  purchased  several  puzzles  melissa  doug  beautifully  made  would  recommend  last  good  long  time,0.8442,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.8442}",the review is positive
pos,5  estate  3  rest  take  look  1  star  review  one  left  comment  favor  wondering  left  one  star  mistake  gave  haunting  review  short  tune  estate  doubt  five  star  tune  fact  one  beautiful  jazz  vocal  numbers  remember  hearing  however  rest  cd  feel  falls  far  short  estate  music  soft  nice  grab  personally  regardless  may  want  give  try  nothing  else  would  nice  quiet  background  dinner  slow  alone  dancing  one  love,0.6776,"{'neg': 0.138, 'neu': 0.681, 'pos': 0.181, 'compound': 0.6776}",the review is positive
neg,summerestate  anyone  hears  song  mesmerized  haunted  deaf  heard  car  almost  wrecked  beautiful,0.1335,"{'neg': 0.185, 'neu': 0.598, 'pos': 0.217, 'compound': 0.1335}",the review is positive
neg,question  look  though  person  wrote  seven  reviews  kind  odd  huh,0.2732,"{'neg': 0.168, 'neu': 0.584, 'pos': 0.248, 'compound': 0.2732}",the review is positive
neg,waste  time  book  present  much  information  chopin  man  stumbles  around  endlessly  chopins  music  prose  laughably  dated  help  laughing  sentences  like  chopin  distrusted  jews  way  poles  french  english  germans  hungarians  huneker  comes  interesting  stereotypes  many  facts  incorrect  editor  supplies  corrected  facts  footnotes  nearly  every  page  text  music  discussions  spirit  powerful  melody  however  believe  third  note  14th  measure  etude  12  op  10  f  sharp  though  written  differently  scores  snore  suggest  looking  elsewhere  real  information  chopin  music  book  offers  insights  though  occasional  unintended  laughs,0.9139,"{'neg': 0.063, 'neu': 0.713, 'pos': 0.223, 'compound': 0.9139}",the review is positive
neg,amazon  needs  sort  weinstock  huneker  book  listed  weinstock  author  huneker  author  weinstock  wrote  forward  also  wrote  book  called  chopin  man  music  weinstock  even  listed  secondary  author  much  less  primary  author,0.1779,"{'neg': 0.0, 'neu': 0.945, 'pos': 0.055, 'compound': 0.1779}",the review is positive
neg,expected  noni  user  many  years  preferred  vendor  delivery  delays  ordered  brand  noni  arrived  disappointed  see  pure  noni  juice  rather  adulterated  noni  fruit  juice  use  noni  taste  health  benefits  yes  noni  tastes  bad  want  benefit  noni  additives  make  taste  better  recommend  product,0.7506,"{'neg': 0.121, 'neu': 0.604, 'pos': 0.275, 'compound': 0.7506}",the review is positive
pos,simple  clear  solidly  dogmatic  traditional  catholic  study  guide  book  mass  angelsthe  book  though  primarily  teachers  suchlike  might  well  today  text  book  much  lost  taught  anymore  well  written  full  quiet  inspiration  good  deal  could  used  reading  aloud  church  suitable  occasionsaltogether  quite  find,0.8689,"{'neg': 0.046, 'neu': 0.694, 'pos': 0.26, 'compound': 0.8689}",the review is positive
pos,pure  genius  one  books  poetry  I  read  actually  means  something  discovering  really  changed  way  think  verse  books  general  best  thing  boring  I  sick  innocuous  adjectival  overwritten  meaningless  poems  many  journals  literary  magazines  time  david  trinidad  smartread  pure  pleasure  read  look  subtle  tricks  talent  employs  make  poems  truly  great  art  truly  fresh  one  else  writing  tarnished  culture  like  trinidad  truly  unique  like  said  best  compliment  give  book  boresomething  98  books  poetry  days  thank  mr  trinidad  got  reading  enjoying  poetry,0.9872,"{'neg': 0.088, 'neu': 0.526, 'pos': 0.386, 'compound': 0.9872}",the review is positive
pos,like  douglass  like  good  stuff  great  freedom  fighter  rarely  known  texts  included  famous  narrative  condition  freedmen  look  africanamericans  20  years  end  slavery  provide  sobering  thoughts  american  blacks  today  heroic  slave  tells  littleknown  true  story  madison  washington  led  slave  ship  called  creole  freedom  1841  would  also  recommend  frederick  doulgass  reader  life  times  frederick  doulgass  make  dougology  complete,0.975,"{'neg': 0.08, 'neu': 0.523, 'pos': 0.397, 'compound': 0.975}",the review is positive
neg,frontin  gave  guy  music  contract  song  terrible  overplayed  plus  guy  sing  sounds  like  whining  stay  away  song,-0.3612,"{'neg': 0.233, 'neu': 0.651, 'pos': 0.116, 'compound': -0.3612}",the review is negative
pos,mad  hot  fried  block  partytype  music  hot  nobody  touch  pharrell  hot  I  heard  frontin  thow  thing  whoop  whoop,-0.7269,"{'neg': 0.276, 'neu': 0.724, 'pos': 0.0, 'compound': -0.7269}",the review is negative
neg,greatest  song  love  neptunes  almost  everything  done  struck  gold  song  great  pharrell  sing  ok  beats  forte  beat  nothing  special  also  added  radio  edit  hott  cot  damn  clean  version  track  stupid  better  listen  real  version  lord  willin  best  cd  single  compilation,0.9469,"{'neg': 0.159, 'neu': 0.456, 'pos': 0.385, 'compound': 0.9469}",the review is positive
neg,return  randy  watsonsexual  chocolate  I  give  neptunes  props  successful  tough  business  make  mark  inthey  well  time  nowbut  far  pharell  thinking  2ndcoming  curtis  mayfield  nawdouble  naw  pharell  radny  watson  written  vocally  mewhenever  watch  pharell  singing  coming  america  flashbackbut  scary  part  alot  folks  taking  singing  career  legit,0.296,"{'neg': 0.091, 'neu': 0.795, 'pos': 0.114, 'compound': 0.296}",the review is positive
pos,great  insights  world  ever  see  fantastic  investigative  reporting  compelling  analysis  easy  read  good  spy  thriller  informative  good  textbook  valuable  reading  anyone  interested  japanese  finance  relationship  bureaucrats  politicians  businessread  first  chapter  amazoncom  hooked,0.9735,"{'neg': 0.0, 'neu': 0.474, 'pos': 0.526, 'compound': 0.9735}",the review is positive
neg,product  unable  review  product  item  never  arrived  ended  refundwill  looking  another  source  trying  order  againif  finally  get  item  let  know  think,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",the review is positive
pos,best  introduction  subject  know  one  trying  get  basic  overall  grasp  greek  mythology  overwhelming  formidable  subject  one  loss  best  place  start  books  I  found  either  give  much  detail  fast  else  hitandmiss  selections  give  comprehensive  introduction  experience  book  could  excellent  solution  problem  gives  highly  readable  thorough  introduction  without  overwhelming  details  introduction  review  greek  mythology  therefore  highly  recommendable  although  probably  aimed  primarily  children  suppose  grownups  already  expert  subject  find  elementary,0.9081,"{'neg': 0.061, 'neu': 0.737, 'pos': 0.201, 'compound': 0.9081}",the review is positive
pos,great  book  book  great  myths  first  seems  boring  soon  eyes  glued  onto  pages  wonderful  book  share  around  classmates  teachers  story  morel  teaches  well  situation  recommend  people  around  teens,0.9468,"{'neg': 0.055, 'neu': 0.5, 'pos': 0.445, 'compound': 0.9468}",the review is positive
pos,informational  book  great  resource  book  young  readers  anyone  want  know  significant  stories  greek  mythology  book  makes  good  basic  reference  history  class  anyone  learn  easily  book  easy  read  yet  receive  lot  information  also  includes  colorful  illustrations  giulds  reader  throughthis  book  includes  sections  mother  earth  children  gods  foddesses  mount  olypus  zuez  creation  mankind  triumnphs  gods  stories  prometheus  gift  man  pandora  echo  medusa  jason  odysseus  much  morea  personal  favorite  mine  story  jason  one  man  fell  love  youthful  princess  tempted  leave  wife  medea  medea  spent  much  money  prepared  feast  jason  revenge  sweet  tell  rest  buy  book  far  interesting,0.9833,"{'neg': 0.038, 'neu': 0.649, 'pos': 0.312, 'compound': 0.9833}",the review is positive
pos,great  book  good  introduction  greek  mythology  purchased  book  9  year  old  son  companion  book  several  astronomy  constellation  guides  requested  birthday  completely  devoured  three  days  illustrations  bold  stories  dramaticgruesome  enough  capture  interest  without  horrible  nightmareinducing  finding  knowing  bit  legends  behind  constellations  makes  stargazing  much  enjoyable  would  recommend  book  boys  girls  810  years  old  although  admit  enjoyed  reading,0.9749,"{'neg': 0.0, 'neu': 0.644, 'pos': 0.356, 'compound': 0.9749}",the review is positive
pos,children  like  book  children  ages  510  love  book  also  read  book  hospitalized  teenagers  read  oedipus  finished  story  heard  chorus  read  againi  noticed  reviews  posted  say  book  unsuitable  children  wonder  reviewers  actually  tried  reading  book,0.7717,"{'neg': 0.0, 'neu': 0.827, 'pos': 0.173, 'compound': 0.7717}",the review is positive
pos,early  favorite  greek  gods  heroes  one  better  books  mythology  children  thare  great  pictures  easy  understand  stories  people  ages  enjoy  child  favorite  book  school  library  checked  must  fan  greek  gods  myths,0.9741,"{'neg': 0.0, 'neu': 0.471, 'pos': 0.529, 'compound': 0.9741}",the review is positive
neg,incorrect  misleading  attention  sheldons  views  jeffersons  thought  reflect  jeffersons  could  believe  reading  opened  book  hought  sheldon  least  relatively  firm  grasp  jeffersons  thought  reading  book  political  philosophy  thomas  jefferson  sorely  disappointed  appears  sheldon  may  understand  thought  able  translate  events  today  shame  sheldon  failed  effort  work  properly  done  would  wonderful  see  truly  interested  jefferson  would  think  current  events  today  let  sum  would  outraged  saddened  see  happened  great  nation  helped  found  would  enraged  tyrannical  activities  government  political  leanings  would  certainly  radical  libertarian,-0.6249,"{'neg': 0.207, 'neu': 0.626, 'pos': 0.168, 'compound': -0.6249}",the review is negative
neg,poor  quality  clippers  fell  apart  withen  two  weeksI  never  seen  poorly  made  clippersdo  buythe  part  holding  together  fell  useing,-0.4767,"{'neg': 0.147, 'neu': 0.853, 'pos': 0.0, 'compound': -0.4767}",the review is negative
neg,disappointed  huge  fan  group  disappointed  item  interview  disc  poor  quality  basically  audio  existing  early  interviews  fans  would  already  content  dated  pre  reunionthe  book  nice  pictures  pre  comebacki  wouldnt  really  recommend  item  existing  fans  isnt  really  content  interest  cover  card  scraped  arrival  looked  shabby  despite  well  packaged,-0.8284,"{'neg': 0.266, 'neu': 0.611, 'pos': 0.122, 'compound': -0.8284}",the review is negative
pos,second  510  purchased  two  years  excellent  bought  first  xerox  documate  510  mid2008  works  well  wanted  replace  aging  scanner  another  office  machine  simply  bought  running  win  xp  paid  extra  get  vista  bought  new  machines  find  scanner  combined  paperport  11  works  beautifully  use  single  touch  software  comes  long  since  learned  use  paperport  scanning  cannot  comment  functionality  machine  everything  saws  without  error,0.9528,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.9528}",the review is positive
neg,frustrating  piece  office  equipment  displeasure  working  machine  4  years  incompetent  feeder  matched  uselessness  software  comes  save  frustration  buy  another  scanner,-0.8176,"{'neg': 0.391, 'neu': 0.502, 'pos': 0.107, 'compound': -0.8176}",the review is negative
neg,rippedoff  seller  american  electronics  mart  sold  refurbished  xerox  documate  510  scanner  work  start  spent  two  weeks  trying  troubleshoot  find  whether  problem  end  missed  return  deadline  would  take  scanner  back  would  agree  pay  costs  ship  scanner  back  wasted  250  worthless  piece  junk  sold  crooks  ever  buy  anything  creeps,-0.7964,"{'neg': 0.219, 'neu': 0.705, 'pos': 0.076, 'compound': -0.7964}",the review is negative
neg,documate  510  horrible  scanner  absolutely  terrible  small  home  business  want  go  paperless  middle  scan  job  say  30th  page  already  something  wrong  recovery  feature  start  scratch  fact  tech  support  says  get  constant  errors  scan  20  pages  time  yet  document  feeder  supposed  hold  50  pages  scan  merge  multiple  scans  become  one  point  point  900  pages  scanning  got  two  dozen  errors  requires  shut  machine  close  scanning  program  start  returned  product  got  another  documate  510  tech  support  said  must  faulty  second  exactly  scanner  nothing  pain  rear  shipping  second  one  back  morning,-0.8267,"{'neg': 0.165, 'neu': 0.744, 'pos': 0.091, 'compound': -0.8267}",the review is negative
neg,images  titled  left  tried  several  permutations  combinations  scanner  observations1  image  resolution  bad  file  size  produces  used  epson  scanner  could  get  much  better  bw  color  resolutions  much  shorter  file  size2  images  titled  towards  one  side  scanning  photographs  right  scanner  part  picture  always  need  cut  try  straighten  up3  trying  get  reasonable  bw  resolution  300  dpi  scan  speed  great  advertisedoverall  think  scanner  worth  price,0.5106,"{'neg': 0.079, 'neu': 0.794, 'pos': 0.126, 'compound': 0.5106}",the review is positive
neg,junk  waste  money  time  company  bought  scanner  year  half  ago  10  15  people  use  intermittently  see  heavy  use  beginning  trouble  jamming  feeding  multiple  pages  cover  open  hard  snap  open  recover  jam  without  us  turning  scanner  rebooting  computer  discovered  change  automatic  document  feeder  pad  assembly  every  3  months  helps  jamming  misfeed  issue  recently  went  order  pads  2000  apiece  could  find  xeroxs  website  called  said  item  longer  sold  individually  kit  cleaning  solution  2  pads  would  cost  4000  bad  enough  costs  10000  spent  enough  money  frustration  thing  going  best  get  rid  thing  buy  one  works,-0.5267,"{'neg': 0.127, 'neu': 0.788, 'pos': 0.085, 'compound': -0.5267}",the review is negative
neg,worked  well  driver  issues  scanner  worked  fine  year  later  windows  2000  service  patches  appears  usb  problems  I  tried  latest  driver  available  several  machines  windows  2000  newest  patches  work  twice  driver  error  normal  windows  recovery  technicques  uninstalling  reinstalling  rebooting  trying  different  usb  ports  etc  short  reimaging  machine  recover  using  scanner  adobe  acrobat  6  pro  latest  service  patches  I  researched  found  new  driver  device  quite  time  going  try  hack  visioneer  driver  reading  reviews,-0.3612,"{'neg': 0.071, 'neu': 0.878, 'pos': 0.051, 'compound': -0.3612}",the review is negative
neg,great  bad  firstly  incredibly  important  use  bundled  software  scanner  program  confusing  terribly  disorganized  several  issues  using  omnipage  readris  microsoft  scanning  software  bundled  windows  image  quality  good  especially  considering  speed  adf  adf  gets  jammed  almost  every  scan  programsi  strongly  recommend  purchased  scanner  use  adobe  acrobat  6  later  using  60  professional  works  like  charm  file  size  extremely  manageable  300k  15  pages  quite  readableif  purchased  scanner  recommendations  models  brands  suggest  strongly  avoid  one  quite  experience  causing  use  kinkos  similar  could  get  scanner  work  since  using  acrobat  issues  mitigated  tolerable  level,0.7645,"{'neg': 0.124, 'neu': 0.683, 'pos': 0.194, 'compound': 0.7645}",the review is positive
neg,good  scanner  poor  software  buy  scanner  want  use  adf  scan  multiple  pages  one  document  scandirect  software  ships  product  scan  multiple  pages  one  document  feed  5  pages  adf  automatic  document  feeder  thinking  get  one  document  5  pages  wrong  get  5  documents  one  page  eachjust  upgrade  paperport  software  minimum  100  use  scanner  designed  called  complain  xerox  told  mated  scanner  software  version  9  adf  added  part  base  scanner  seemed  pretty  crappy  going  back  store  tomorrow,-0.7096,"{'neg': 0.145, 'neu': 0.767, 'pos': 0.087, 'compound': -0.7096}",the review is negative
neg,stinks  jams  time  jams  2  pages  jams  10  pages  basically  sit  babysit  scanner  whole  time  could  scan  documents  faster  one  page  time  regular  scanner  returning  speak,-0.25,"{'neg': 0.074, 'neu': 0.926, 'pos': 0.0, 'compound': -0.25}",the review is negative
neg,compatible  software  bad  scanner  software  able  scan  paperwork  paperport  causes  problems  computers  installed  product  know  anything  greater  adobe  acrobat  5  installed  use  acrobat  scan  software  stay  away  documate  line  scanners,-0.5719,"{'neg': 0.174, 'neu': 0.756, 'pos': 0.07, 'compound': -0.5719}",the review is negative
neg,worst  scanner  ever  bought  scanner  scan  approximately  100000  pages  literature  horrible  returned  weeks  got  fujitsu  scansnap  scanner  fujitsu  scansnap  simply  best  noncommercial  adf  scanner  planet  recommend  take  look  search  scansnap  amazon,-0.0516,"{'neg': 0.181, 'neu': 0.619, 'pos': 0.2, 'compound': -0.0516}",the review is negative
pos,love  die  happy  beware  single  b  side  remix  big  boy  song  still  love  die  happy,0.8402,"{'neg': 0.239, 'neu': 0.276, 'pos': 0.485, 'compound': 0.8402}",the review is positive
pos,intersting  book  opend  eyes  robert  frost  mind  one  best  potes  world,0.6369,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.6369}",the review is positive
pos,educational  toy  effective  toy  rolling  7s  11s  becomes  obvious  even  cursory  examination  expose  cheating  methodology,-0.2732,"{'neg': 0.256, 'neu': 0.591, 'pos': 0.153, 'compound': -0.2732}",the review is negative
pos,get  player  decided  get  player  research  looked  ipod  dell  jukebox  samsung  napster  player  chose  one  read  best  deal  money  another  reason  got  put  wma  files  takes  half  space  mp3s  important  lot  music  software  great  sort  music  artist  title  album  genre  play  music  based  categories  transfering  easy  software  makes  everythig  pretty  easy  even  battery  life  great  advertises  14  hours  actually  little  less  still  good  1  problem  accessoriesyet  hope  new  yet  without  remote  hard  players  interface  also  easy  use  complain  recommend  players  hope  remote  come  soon  get  woth  every  penny,0.9864,"{'neg': 0.044, 'neu': 0.612, 'pos': 0.344, 'compound': 0.9864}",the review is positive
neg,advertised  nomad  jukebox  zen  xtra  40gb  worked  6  months  longer  sound  battery  charge  called  customer  service  given  excuse  supposed  used  gym  know  marketed  fulfill  portable  music  needs  use  gym  truly  portable  know  many  people  use  ipods  gym  problems  years  product  fallen  far  expectations  worth  300  mention  fact  90  day  warranty  trust  product  guaranteed  work  3  months,0.7269,"{'neg': 0.078, 'neu': 0.737, 'pos': 0.185, 'compound': 0.7269}",the review is positive
neg,good  little  sure  thing  definitely  costeffective  ipod  low  price  comes  lower  quality  special  friends  creative  gave  thing  good  sound  quality  great  features  long  battery  life  unbeatable  price  catch  built  like  piece  crap  lasted  1  12  weeks  abuse  charged  every  day  headphone  jack  sort  fizzled  tried  resetting  tried  every  pair  headphones  house  10  pairs  nothing  worked  contacted  customer  service  creative  said  product  seems  broken  cannot  help  something  effect  wow  get  wrong  thing  like  heaven  week  want  quality  mp3  player  splurge  ipod  really  need  save  buy  thing  amazon  eventually  gave  full  refund  bought  rca  mp3cd  player  I  happy  cheap  worthwhile  mp3  player  coomes,0.9804,"{'neg': 0.145, 'neu': 0.51, 'pos': 0.344, 'compound': 0.9804}",the review is positive
pos,great  player  newbies  personally  like  control  zen  xtra  gives  organizing  classifying  music  also  creates  playlists  go  combining  tracks  artist  album  genre  easy  playback  retrievalthe  software  comes  creative  mediasource  great  also  however  may  little  complicated  new  computer  users  let  us  edit  track  information  artist  genre  album  track  regardless  id3  tags  used  recordingalso  need  remind  removable  battery  poor  ipod  users  almost  100  get  battery  servicedreplaced  dead  also  store  data  files  video  files  etc  zen  xtra  portable  hard  drive  alsothe  negative  buttons  case  oddly  positionedoverall  recommend  item  newbies  want  great  control  organization  mp3s  definitely  player,0.9403,"{'neg': 0.104, 'neu': 0.652, 'pos': 0.244, 'compound': 0.9403}",the review is positive
pos,zen  using  zen  xtra  3  months  pleased  drag  drop  songs  nomad  explorer  listen  15hrs  time  needs  recharge  holds  whole  collection  cdsthere  however  cons  productthe  plastic  clip  comes  carring  case  snaped  replaced  nylon  strap  sewed  onto  back  case  havnt  problem  sincethere  two  things  could  really  improve  product  line  fm  transmiter  use  play  cars  cd  playerthis  awsome  mp3  player  well  worth  money,0.6997,"{'neg': 0.094, 'neu': 0.73, 'pos': 0.175, 'compound': 0.6997}",the review is positive
pos,good  unit  I  already  dropped  unit  fine  little  larger  expected  pocket  unit  armband  clipon  creative  software  good  searching  found  recommendations  notmad  explorer  truly  rock  accessory  software  nomad  copy  playlists  media  players  without  hitch  problematic  creative  application  overall  I  pleased  purchase,0.936,"{'neg': 0.045, 'neu': 0.603, 'pos': 0.352, 'compound': 0.936}",the review is positive
neg,first  last  product  first  mp3  player  bought  turned  buying  anything  creative  others  mentioned  headphone  jack  breaks  quite  easily  rough  use  breaks  barely  thing  month  started  giving  problems  used  go  home  work  guess  people  flock  ipod  may  able  replace  battery  damn  sturdy  piece  junk,0.3804,"{'neg': 0.105, 'neu': 0.739, 'pos': 0.156, 'compound': 0.3804}",the review is positive
neg,lacking  file  format  support  player  supports  mp3  wmaunfortunately  ownmade  music  format  ogg  downloaded  radio  recording  asf  format  player  support  bothand  lack  digital  recording  major  drawback  unlike  iriver  digital  necessary  mesorry  zen,0.6808,"{'neg': 0.062, 'neu': 0.726, 'pos': 0.212, 'compound': 0.6808}",the review is positive
neg,low  sound  bought  zen  xtra  40gb  yesterday  taking  back  today  sound  awful  volume  range  goes  25  even  eax  whatever  called  barely  audible  know  jack  gone  like  say  designed  easy  listening  good  loud  music  prepare  listen  background  noise  music  thing  sucks  buy,0.1779,"{'neg': 0.149, 'neu': 0.688, 'pos': 0.163, 'compound': 0.1779}",the review is positive
neg,basic  design  flaw  forget  unit  works  basic  design  flaw  drive  users  crazy  front  cover  release  button  allows  removal  front  cover  access  removable  battery  forget  release  button  need  tap  lower  left  hand  corner  case  cover  pops  open  convenient  huh  way  design  flaw  total  pain  ass  unit  tested  two  new  box  units  thing  simply  bad  design  quality  testing  favor  avoid  unit  costs  unless  mind  continually  closing  case  popped  open,-0.927,"{'neg': 0.254, 'neu': 0.676, 'pos': 0.07, 'compound': -0.927}",the review is negative
neg,headphone  jack  problems  headphone  jack  zen  xtra  stopped  working  day  40  1st  day  7day  cruise  less  creative  replace  unit  recalled  zensthis  second  nomad  nomad  20  20gb  screen  stopped  working  creative  refused  repair  unless  paid  105  silly  bought  new  unit  insteadnever  creative,0.204,"{'neg': 0.17, 'neu': 0.644, 'pos': 0.186, 'compound': 0.204}",the review is positive
neg,possible  discontinued  item  going  creative  labs  coincidence  longer  get  nomad  zen  xtras  worst  name  ever  best  buy  60gb  nomad  xtra  sold  likely  discontinued  almighty  amazoncom  hmmmmm,0.4588,"{'neg': 0.12, 'neu': 0.673, 'pos': 0.208, 'compound': 0.4588}",the review is positive
pos,great  mp3  player  start  10  years  still  ticking  alone  tesament  well  thing  works  ten  years  traveled  third  world  include  half  tour  iraq  dropped  trough  airport  security  times  people  never  reason  buy  ipod  honest  music  would  rather  use  reason  anything  like  ipod  iphone  think  xtra  far  one  best  mp3  player  made,0.9485,"{'neg': 0.031, 'neu': 0.676, 'pos': 0.292, 'compound': 0.9485}",the review is positive
neg,headphone  jack  got  40gb  jukebox  zen  xtra  christmas  I  month  headphone  jack  went  called  creative  said  send  would  decide  warranty  take  1015  business  days  decide  form  get  nothing  hassle  company  kind  product  goes  within  month,0.032,"{'neg': 0.072, 'neu': 0.853, 'pos': 0.075, 'compound': 0.032}",the review is positive
neg,steer  clear  creative  mp3  players  love  zen  xtra  40gb  well  least  loved  xtra  player  great  except  one  major  detail  shoddy  quality  headphone  jack  fail  get  lucky  still  warranty  expect  pay  least  40  clowns  creative  fix  think  flaming  check  forums,0.9267,"{'neg': 0.137, 'neu': 0.494, 'pos': 0.368, 'compound': 0.9267}",the review is positive
